,title,room,area,floor,renovation,material,price,address,lift,security,internet,playground,sewerage,bathroom,video_monitor,parking_space,air_condition,furniture
164,4-rooms apartment for sale,,,,,,84 000 usd,"Tashkent city, district Yashnabad, массив Куйлюк-Центр",1,0,1,1,1,1,0,0,1,1
165,4-rooms apartment for sale,,,,,,88 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,0,1,0,0,1,0,0
166,1-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,0,0,1,0,0,0,0,0
167,1-rooms apartment for sale,,,,,,47 000 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,0,1,1,0,0,0,1,1
168,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
169,2-rooms apartment for sale,,,,,,95 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Буюк Туран, проспект Амира Темура",0,0,0,0,0,0,0,0,0,0
170,2-rooms apartment for sale,,,,,,67 000 usd,"Tashkent city, Yangihayotskiy rayon, махаллинский сход граждан Орият",1,0,1,1,1,1,1,1,1,1
171,1-rooms apartment for sale,,,,,,52 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Буюк Туран, проспект Амира Темура",0,0,0,0,0,0,0,0,0,0
172,1-rooms apartment for sale,,,,,,43 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0
173,1-rooms apartment for sale,,,,,,46 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Богиэрам",0,0,0,0,0,0,0,0,0,0
174,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
175,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
176,1-rooms apartment for sale,,,,,,46 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Уч Кахрамон",0,0,0,0,0,0,0,0,0,0
177,2-rooms apartment for sale,,,,,,59 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Богиэрам",0,0,0,0,0,0,0,0,0,0
178,4-rooms apartment for sale,,,,,,92 500 usd,"Tashkent city, district Yunusabad, 9-й квартал",0,0,0,0,0,0,0,0,0,0
179,3-rooms apartment for sale,,,,,,87 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Богиэрам",0,0,0,0,0,0,0,0,0,0
180,4-rooms apartment for sale,,,,,,91 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Уч Кахрамон",0,0,0,0,0,0,0,0,0,0
181,3-rooms apartment for sale,,,,,,89 999 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Байкурган, улица Насаф",0,0,1,1,1,0,0,1,1,1
182,2-rooms apartment for sale,,,,,,48 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0
183,2-rooms apartment for sale,,,,,,57 990 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Мохинур, улица Мураббийлар",0,0,1,0,0,1,0,0,0,0
184,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Саида Барака",1,0,1,1,1,1,0,1,1,1
185,4-rooms apartment for sale,,,,,,174 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Семург, улица Паркент",0,0,0,0,0,0,0,0,0,0
186,4-rooms apartment for sale,,,,,,175 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Лашкарбеги, улица Кары-Ниязи",0,0,0,0,0,0,0,0,0,0
187,2-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0
188,2-rooms apartment for sale,,,,,,60 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катта Чиланзар-3",0,0,1,0,1,1,0,0,1,1
189,2-rooms apartment for sale,,,,,,75 500 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0
190,2-rooms apartment for sale,,,,,,63 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Чинар",0,0,0,0,0,0,0,0,0,0
191,1-rooms apartment for sale,,,,,,51 300 usd,"Tashkent city, district Uchtepa, 13-й квартал",0,0,0,0,0,0,0,0,0,0
192,2-rooms apartment for sale,,,,,,48 900 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Кичик Хирмантепа",0,0,0,0,0,0,0,0,0,0
193,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
194,3-rooms apartment for sale,,,,,,90 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Богиэрам",1,0,1,0,0,1,0,0,1,1
195,3-rooms apartment for sale,,,,,,60 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Зулфизар, улица Такачи",0,0,0,0,0,0,0,0,0,0
196,3-rooms apartment for sale,,,,,,78 999 usd,"Tashkent city, Алмазарский район, махаллинский сход граждан Ёшлик",0,0,1,1,1,1,1,1,1,1
197,1-rooms apartment for sale,,,,,,43 000 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,0,1,0,0,0,0,0,0
198,1-rooms apartment for sale,,,,,,47 000 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,0,0,0,0,0,0,0,0
199,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Саида Барака",1,0,1,1,1,1,0,1,1,1
200,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
201,4-rooms apartment for sale,,,,,,76 000 usd,"Tashkent city, district Uchtepa, 13-й квартал",0,0,0,0,0,0,0,0,0,0
202,3-rooms apartment for sale,,,,,,70 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Шукрона",0,0,0,0,0,0,0,0,0,0
203,1-rooms apartment for sale,,,,,,58 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бешчинар",0,0,0,0,0,0,0,0,0,0
204,3-rooms apartment for sale,,,,,,109 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бешчинар",0,0,0,0,0,0,0,0,0,0
205,2-rooms apartment for sale,,,,,,66 999 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катта Чиланзар-3",0,0,0,0,0,0,0,0,0,0
206,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
207,2-rooms apartment for sale,,,,,,75 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Богиэрам",0,0,1,1,0,1,0,0,1,1
208,2-rooms apartment for sale,,,,,,67 355 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Кургантепа",0,0,0,0,0,0,0,0,0,0
209,4-rooms apartment for sale,,,,,,95 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Богиэрам",0,0,0,0,0,0,0,0,0,0
210,1-rooms apartment for sale,,,,,,47 000 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,0,0,0,0,0,0,0,0
211,3-rooms apartment for sale,,,,,,71 500 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Яккатут",0,0,0,0,0,0,0,0,0,0
212,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
213,3-rooms apartment for sale,,,,,,66 500 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Кухна-Чапаната",0,0,0,0,0,0,0,0,0,0
214,2-rooms apartment for sale,,,,,,78 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0
215,2-rooms apartment for sale,,,,,,67 000 usd,"Tashkent city, district Uchtepa, 15-й квартал",0,0,0,0,0,0,0,0,0,0
216,2-rooms apartment for sale,,,,,,65 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Истиклол",1,0,1,0,1,1,0,0,1,1
217,2-rooms apartment for sale,,,,,,66 750 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катартал",0,0,1,1,1,1,0,1,1,1
218,2-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0
219,1-rooms apartment for sale,,,,,,42 500 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,0,0,0,0,0,0,0,0
220,2-rooms apartment for sale,,,,,,125 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Афрасиаб, улица Афросиаб",0,0,0,0,0,0,0,0,0,0
221,3-rooms apartment for sale,,,,,,109 000 usd,"Tashkent city, district Chilanzar, Chilanzar Business City TJM, улица Чиланзар",0,0,0,0,0,0,0,0,0,0
222,3-rooms apartment for sale,,,,,,108 999 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бешчинар",0,0,1,1,1,1,0,1,1,1
223,2-rooms apartment for sale,,,,,,70 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Нафосат",0,0,1,1,1,1,0,1,1,1
224,3-rooms apartment for sale,,,,,,89 999 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Байкурган, улица Насаф",0,0,1,1,1,0,0,1,1,1
225,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Саида Барака",1,0,1,1,1,1,0,1,1,1
226,3-rooms apartment for sale,,,,,,75 000 usd,"Tashkent city, district Mirza Ulugbek, массив Феруза-2",0,0,0,0,0,0,0,0,0,0
227,3-rooms apartment for sale,,,,,,150 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Богзар",1,0,1,1,1,0,0,1,1,0
228,2-rooms apartment for sale,,,,,,55 500 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Ак-Тепа",0,0,0,0,0,0,0,0,0,0
229,2-rooms apartment for sale,,,,,,59 850 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,1,1,1,1,0,1,1,1
230,2-rooms apartment for sale,,,,,,105 000 usd,"Tashkent city, district Yunusabad, массив Кашгар",0,0,1,1,1,0,0,0,0,1
231,3-rooms apartment for sale,,,,,,89 999 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Байкурган, улица Насаф",0,0,1,1,1,0,0,1,1,1
232,3-rooms apartment for sale,,,,,,74 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Юнус Ата",0,0,0,0,0,0,0,0,0,0
233,2-rooms apartment for sale,,,,,,59 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Богиэрам",0,0,0,0,0,0,0,0,0,0
234,3-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Бегубор",0,0,0,0,0,0,0,0,0,0
235,4-rooms apartment for sale,,,,,,98 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Акбарабад",0,0,0,0,0,0,0,0,0,0
236,3-rooms apartment for sale,,,,,,70 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Кушчинор",0,0,0,0,0,0,0,0,0,0
237,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
238,3-rooms apartment for sale,,,,,,81 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Юнус Ата",0,0,0,0,0,0,0,0,0,0
239,5-rooms apartment for sale,,,,,,91 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Уч Кахрамон",0,0,0,0,0,0,0,0,0,0
240,3-rooms apartment for sale,,,,,,87 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Богиэрам",0,0,1,0,0,1,0,0,1,1
241,2-rooms apartment for sale,,,,,,48 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0
242,3-rooms apartment for sale,,,,,,68 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0
243,1-rooms apartment for sale,,,,,,36 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
244,2-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Атчапар-1, проспект Амира Темура",0,0,0,0,0,0,0,0,0,0
